lemma,pos,sentiment,inflections,stem
zuverlässig,ADJX,0.2052,"zuverlässigsten,zuverlässigster,zuverlässigstes,zuverlässigerer,zuverlässigeres,zuverlässigeren,zuverlässige,zuverlässigerem,zuverlässigstem,zuverlässigste,zuverlässiges,zuverlässiger,zuverlässigere,zuverlässigen,zuverlässigem",zuverlass
zuversichtlich,ADJX,0.2179,"zuversichtlichen,zuversichtlichem,zuversichtlichste,zuversichtlichstem,zuversichtlichsten,zuversichtlicherer,zuversichtlicheres,zuversichtlicherem,zuversichtlicheren,zuversichtliche,zuversichtlichstes,zuversichtlicher,zuversichtlichere,zuversichtlichster,zuversichtliches",zuversicht
zuvorkommend,ADJX,0.6669,"zuvorkommendste,zuvorkommende,zuvorkommenderes,zuvorkommenderer,zuvorkommenderen,zuvorkommendes,zuvorkommendstes,zuvorkommender,zuvorkommenderem,zuvorkommenden,zuvorkommendem,zuvorkommendere,zuvorkommendsten,zuvorkommendstem,zuvorkommendster",zuvorkomm
zweifellos,ADJX,0.0839,,zweifellos
Übereinkunft,NN,0.004,"Übereinkünfte,Übereinkünften",übereinkunft
Übereinstimmung,NN,0.004,Übereinstimmungen,übereinstimm
Überfluß,NN,0.004,"Überfluss,Überflusses,Überflusse",überfluss
Überlegenheit,NN,0.004,,überleg
Überlegung,NN,0.004,Überlegungen,überleg
Überparteilichkeit,NN,0.004,,überpartei
Überschaubarkeit,NN,0.004,,überschaubar
Überschwänglichkeit,NN,0.004,"Überschwänglichkeiten,Überschwenglichkeit,Überschwenglichkeiten",überschwang
Überzeugung,NN,0.004,Überzeugungen,überzeug
ästhetisch,ADJX,0.2038,"ästhetischem,ästhetischerer,ästhetischen,ästhetische,ästhetischstes,ästhetischeres,ästhetisches,ästhetischer,ästhetischere,ästhetischerem,ästhetischeren,ästhetischste,ästhetischster,ästhetischsten,ästhetischstem",asthet
überdurchschnittlich,ADJX,0.09,"überdurchschnittlichstem,überdurchschnittlichsten,überdurchschnittlicher,überdurchschnittliche,überdurchschnittlichen,überdurchschnittlichem,überdurchschnittlicherem,überdurchschnittlichere,überdurchschnittliches,überdurchschnittlichste,überdurchschnittlichster,überdurchschnittlicherer,überdurchschnittlichstes,überdurchschnittlicheres,überdurchschnittlicheren",uberdurchschnitt
überglücklich,ADJX,0.004,"überglückliche,überglücklichen,überglücklichem,überglücklicher,überglückliches",ubergluck
übergroß,ADJX,0.004,"übergroßem,übergroßen,übergroße,übergroßes,übergroßer",ubergross
überholen,VVINF,0.004,"überholten,überholet,überhole,überhol,überholt,überholtet,überholst,überholtest,überholest,überholte",uberhol
überleben,VVINF,0.004,"überlebten,überlebet,überlebtest,überleb,überlebte,überlebt,überlebst,überlebe,überlebtet,übergelebt,überlebest,überlebend",uberleb
überlegen,ADJX,0.004,"überlegenen,überlegenem,überlegenes,überlegener,überlegeneren,überlegenste,überlegenerem,überlegene,überlegeneres,überlegner,überlegenerer,überlegnerem",uberleg
überlegt,ADJX,0.004,"überlegter,überlegtes,überlegte,überlegtem,überlegten,überlegner,überlegenerer,überlegtet,überlegnerem,überlegneren,überlegensten,überlegneres,überlegenstem,überlegnerer,überleget,überlegest,überlegenstes,überlegenster,überlegtest",uberlegt
übermenschlich,ADJX,0.004,"übermenschliches,übermenschlicher,übermenschlichen,übermenschliche,übermenschlichem",ubermensch
überragend,ADJX,0.004,"überragender,überragendes,überragende,überragendem,überragenden",uberrag
überraschend,ADJX,0.004,"überraschender,überraschendes,überraschende,überraschenden,überraschendem,überraschenderer,überraschenderes,überraschendere,überraschenderem,überraschenderen,überraschendster,überraschendstes,überraschendste,überraschendstem,überraschendsten",uberrasch
überrascht,ADJX,0.2438,"überraschtere,überraschtestem,überraschtesten,überraschtester,überraschtestes,überraschter,überraschtes,überraschterer,überraschteste,überraschte,überraschteres,überraschteren,überraschterem,überraschten,überraschtem",uberrascht
überrunden,VVINF,0.004,"überrundete,überrunde,überrundetet,überrund,überrundest,überrundeten,überrundetest,überrundet",uberrund
überschaubar,ADJX,0.004,"überschaubarer,überschaubares,überschaubare,überschauberen,überschaubarem",uberschaubar
überschwänglich,ADJX,0.004,"überschwänglicher,überschwängliches,überschwängliche,überschwänglichen,überschwänglichem,überschwenglicher,überschwengliches,überschwengliche,überschwenglichen,überschwenglichem,überschwenglichere,überschwänglichere,überschwänglicheren,überschwenglicheren,überschwändlicheres,überschwenglicheres",uberschwang
überschäumen,VVINF,0.004,"überschäumt,überschäumst,überschäumten,überschäumte,überschäume,überschäumet,überschäumtet,überschäumest,übergeschäumt,überschäumtest",uberschaum
übersichtlich,ADJX,0.2253,"übersichtlicherem,übersichtlichste,übersichtlicheren,übersichtlichere,übersichtlichstem,übersichtlichsten,übersichtlichstes,übersichtlichster,übersichtlicher,übersichtliches,übersichtlichem,übersichtlichen,übersichtliche,übersichtlicherer,übersichtlicheres",ubersicht
übertreffen,VVINF,0.004,"übertreffe,übertriffst,übertreffest,übertrifft,übertrefft,übertreffet,übertraf,überträfe,übertrafst,überträfest,überträfst,übertraft,überträfet,überträft,übertrafen,überträfen",ubertreff
überwinden,VVINF,0.004,"überwinde,überwindest,überwindet,überwand,überwände,überwandest,überwandst,überwändest,überwanden,überwänden,überwandet,überwändet,überwind",uberwind
überwältigend,ADJX,0.3312,"überwältigender,überwältigendes,überwältigende,überwältigenden,überwältigendem",uberwalt
überwältigt,ADJX,0.0578,"überwältigter,überwältigtes,überwältigte,überwältigten,überwältigtem",uberwaltigt
überzeugen,VVINF,0.3396,"überzeuge,überzeugst,überzeugt,überzeuget,überzeugest,überzeugte,überzeugtest,überzeugten,überzeugtet,überzeug",uberzeug
überzeugend,ADJX,0.4489,"überzeugender,überzeugendes,überzeugende,überzeugenden,überzeugendem,überzeugenderer,überzeugenderes,überzeugendere,überzeugenderem,überzeugenderen,überzeugendster,überzeugendstes,überzeugendste,überzeugendsten,überzeugendstem",uberzeug
überzeugt,ADJX,0.2381,"überzeugtestem,überzeugtesten,überzeugtester,überzeugte,überzeugtes,überzeugter,überzeugterer,überzeugtere,überzeugteres,überzeugtem,überzeugten,überzeugteren,überzeugteste,überzeugterem,überzeugtestes",uberzeugt
üppig,ADJX,0.201,"üppiges,üppigster,üppigstes,üppigen,üppigem,üppigsten,üppigerer,üppigere,üppigeres,üppigste,üppiger,üppigstem,üppigeren,üppigerem,üppige",uppig
Abbau,NN,-0.058,"Abbaus,Abbaues,Abbauen,Abbaue,Abbauten",abbau
Abbruch,NN,-0.0048,"Abbruches,Abbrüche,Abbruchs,Abbrüchen,Abbruche",abbruch
Abdankung,NN,-0.0048,Abdankungen,abdankung
Abdämpfung,NN,-0.0048,Abdämpfungen,abdampfung
Abfall,NN,-0.0048,"Abfalles,Abfälle,Abfalls,Abfällen,Abfalle",abfall
Abfuhr,NN,-0.3367,Abfuhren,abfuhr
Abgrund,NN,-0.3465,"Abgründe,Abgrunde,Abgrundes,Abgrunds,Abgründen",abgrund
Abhängigkeit,NN,-0.3653,Abhängigkeiten,abhangig
Ablehnung,NN,-0.5118,Ablehnungen,ablehnung
Ablenkung,NN,-0.0435,Ablenkungen,ablenkung
Abnahme,NN,-0.0048,Abnahmen,abnahm
Abneigung,NN,-0.0048,Abneigungen,abneigung
Abnutzung,NN,-0.0048,Abnutzungen,abnutzung
Abriss,NN,-0.0048,"Abrisse,Abrissen,Abrisses",abriss
Abrutsch,NN,-0.0048,"Abrutschen,Abrutsche,Abrutsches,Abrutschs",abrutsch
Abschaffung,NN,-0.058,Abschaffungen,abschaffung
Abschreckung,NN,-0.0048,Abschreckungen,abschreckung
Abschreibung,NN,-0.3345,Abschreibungen,abschreibung
Abschuß,NN,-0.0048,"Abschüsse,Abschusses,Abschüssen",abschuss
Abschuss,NN,-0.0048,"Abschüsse,Abschusse,Abschusses,Abschüssen",abschuss
Abschwächung,NN,-0.1935,Abschwächungen,abschwachung
Absenkung,NN,-0.3434,Absenkungen,absenkung
Abspaltung,NN,-0.0048,Abspaltungen,abspaltung
Absperrung,NN,-0.0048,Absperrungen,absperrung
Abstieg,NN,-0.3215,"Abstiegs,Abstiege,Abstiegen,Abstieges",abstieg
Abstoß,NN,-0.0048,"Abstößen,Abstöße,Abstoße,Abstoßes",abstoss
Abstrich,NN,-0.3201,"Abstrichen,Abstrichs,Abstriches,Abstriche",abstrich
Abstumpfung,NN,-0.0048,Abstumpfungen,abstumpfung
Absturz,NN,-0.4739,"Abstürzen,Absturze,Absturzes,Abstürze",absturz
Absurdität,NN,-0.0048,Absurditäten,absurditat
Abweichung,NN,-0.3462,Abweichungen,abweichung
Abweisung,NN,-0.0048,Abweisungen,abweisung
Abwertung,NN,-0.3283,Abwertungen,abwertung
Abwärtstrend,NN,-0.1941,Abwärtstrends,abwartstrend
Abzocke,NN,-0.0048,Abzocken,abzock
Achtlosigkeit,NN,-0.0048,Achtlosigkeiten,achtlosig
Affäre,NN,-0.1794,Affären,affar
Aggression,NN,-0.4889,Aggressionen,aggression
Aggressivität,NN,-0.1958,Aggressivitäten,aggressivitat
Aggressor,NN,-0.3155,"Aggressoren,Aggressors",aggressor
Agitation,NN,-0.0048,Agitationen,agitation
Alarm,NN,-0.0048,"Alarme,Alarms,Alarmen,Alarmes",alarm
Alptraum,NN,-0.0048,"Alpträume,Alpträumen,Alptraums,Alptraumes,Alptraume",alptraum
Albtraum,NN,-0.0048,"Albträume,Albträumen,Albtraums,Albtraumes,Albtraume",albtraum
Amateur,NN,-0.0048,"Amateuren,Amateure,Amateurs",amateur
Ambivalenz,NN,-0.3266,Ambivalenzen,ambivalenz
Androhung,NN,-0.0048,Androhungen,androhung
Anfälligkeit,NN,-0.0048,Anfälligkeiten,anfallig
Angreifer,NN,-0.0048,"Angreifers,Angreifern",angreif
Angriff,NN,-0.212,"Angriffe,Angriffen,Angriffs,Angriffes",angriff
Angst,NN,-0.514,"Ängste,Ängsten",angst
Anklage,NN,-0.3468,Anklagen,anklag
Anmaßung,NN,-0.0048,Anmaßungen,anmassung
Annullierung,NN,-0.0048,Annullierungen,annullier
Anomalie,NN,-0.0048,Anomalien,anomali
Anspannung,NN,-0.0048,Anspannungen,anspannung
Anstrengung,NN,-0.0048,Anstrengungen,anstrengung
Antipathie,NN,-0.0048,Antipathien,antipathi
Arbeitslose,NN,-0.3549,"Arbeitslosen,Arbeitsloser,Arbeitslosem",arbeitslos
Arbeitslosigkeit,NN,-0.3654,,arbeitslos
Armut,NN,-0.2038,,armut
Arroganz,NN,-0.3289,Arroganzen,arroganz
Arschloch,NN,-0.1901,"Arschlöcher,Arschlochs,Arschlöchern,Arschloches,Arschloche",arschloch
Attacke,NN,-0.47,Attacken,attack
Aufhebung,NN,-0.0048,Aufhebungen,aufheb
Auflösung,NN,-0.0048,Auflösungen,auflos
Aufregung,NN,-0.0386,Aufregungen,aufreg
Aufruhr,NN,-0.0048,"Aufruhre,Aufruhrs,Aufruhren,Aufruhres",aufruhr
Aufschrei,NN,-0.0048,"Aufschreien,Aufschreis,Aufschreie,Aufschreies",aufschrei
Aufstand,NN,-0.0048,"Aufstandes,Aufstände,Aufstands,Aufständen,Aufstande",aufstand
Ausbeute,NN,-0.1894,Ausbeuten,ausbeut
Ausbeuter,NN,-0.0048,"Ausbeuters,Ausbeutern",ausbeut
Ausbeutung,NN,-0.0048,Ausbeutungen,ausbeut
Ausbruch,NN,-0.0048,"Ausbruchs,Ausbruches,Ausbrüche,Ausbrüchen,Ausbruche",ausbruch
Auseinandersetzung,NN,-0.0603,Auseinandersetzungen,auseinandersetz
Ausfall,NN,-0.2164,"Ausfällen,Ausfälle,Ausfalles,Ausfalls,Ausfalle",ausfall
Ausgrenzung,NN,-0.626,Ausgrenzungen,ausgrenz
Auslöschung,NN,-0.0048,Auslöschungen,auslosch
Ausrottung,NN,-0.0048,Ausrottungen,ausrott
Ausschließung,NN,-0.0048,Ausschließungen,ausschliess
Aussetzung,NN,-0.0048,Aussetzungen,aussetz
Banalität,NN,-0.0048,Banalitäten,banalitat
Bankrott,NN,-0.0048,"Bankrotte,Bankrotts,Bankrottes,Bankrotten",bankrott
Barriere,NN,-0.0048,Barrieren,barri
Bedeutungslosigkeit,NN,-0.0048,Bedeutungslosigkeiten,bedeutungslos
Bedrohung,NN,-0.0048,Bedrohungen,bedroh
Bedrängung,NN,-0.0048,Bedrängungen,bedrang
Bedrückung,NN,-0.0435,Bedrückungen,bedruck
Bedürftige,NN,-0.0048,Bedürftigen,bedurft
Beeinträchtigung,NN,-0.3472,Beeinträchtigungen,beeintracht
Befall,NN,-0.0048,"Befalls,Befälle,Befällen,Befalles,Befalle",befall
Befangenheit,NN,-0.0048,Befangenheiten,befang
Befürchtung,NN,-0.4903,Befürchtungen,befurcht
Begrenzung,NN,-0.0048,Begrenzungen,begrenz
Behinderung,NN,-0.3578,Behinderungen,behinder
Belastung,NN,-0.3711,Belastungen,belast
Beleidigung,NN,-0.3432,Beleidigungen,beleid
Belästigung,NN,-0.0048,Belästigungen,belast
Beschneidung,NN,-0.3313,Beschneidungen,beschneid
Beschränkung,NN,-0.3518,Beschränkungen,beschrank
Beschuldigung,NN,-0.3209,Beschuldigungen,beschuld
Beschwerde,NN,-0.0048,Beschwerden,beschwerd
Beschwerlichkeit,NN,-0.0048,Beschwerlichkeiten,beschwer
Beschädigung,NN,-0.0048,Beschädigungen,beschad
Beschäftigungslose,NN,-0.0048,Beschäftigungslosen,beschaftigungslos
Beschäftigungsloser,NN,-0.0048,,beschaftigungslos
Beschämung,NN,-0.0048,Beschämungen,bescham
Beseitigung,NN,-0.0048,Beseitigungnen,beseit
Besorgnis,NN,-0.0048,"Besorgnissen,Besorgnisse",besorgnis
Bestechung,NN,-0.0048,Bestechungen,bestech
Besteuerung,NN,-0.0048,Besteuerungen,besteuer
Bestrafung,NN,-0.0048,Bestrafungen,bestraf
Bestürzung,NN,-0.0048,,besturz
Betrug,NN,-0.4913,"Betrugs,Betruges,Betruge",betrug
Betrüger,NN,-0.3311,"Betrügers,Betrügern",betrug
Beule,NN,-0.0048,Beulen,beul
Beunruhigung,NN,-0.324,Beunruhigungen,beunruh
Bevormundung,NN,-0.0048,Bevormundungen,bevormund
Bitterkeit,NN,-0.0048,Bitterkeiten,bitter
Blindheit,NN,-0.0048,,blindheit
Blockade,NN,-0.0048,Blockaden,blockad
Blockierung,NN,-0.0048,Blockierungen,blockier
Blödheit,NN,-0.0048,Blödheiten,blodheit
Bombardement,NN,-0.0048,Bombardements,bombardement
Bombardierung,NN,-0.0048,Bombardierungen,bombardier
Bombe,NN,-0.0048,Bomben,bomb
Bosheit,NN,-0.3371,Bosheiten,bosheit
Brand,NN,-0.0048,"Bränden,Brände,Brandes,Brands,Brande",brand
Bruch,NN,-0.3463,"Bruchs,Brüche,Bruches,Brüchen,Bruche",bruch
Brutalität,NN,-0.0048,Brutalitäten,brutalitat
Bußgeld,NN,-0.3377,"Bußgeldes,Bußgelds,Bußgelder,Bußgeldern",bussgeld
Bösartigkeit,NN,-0.3189,Bösartigkeiten,bosart
Bösewicht,NN,-0.0048,"Bösewichten,Bösewichte,Bösewichts,Bösewichtes,Bösewichter",bosewicht
Bürde,NN,-0.0524,Bürden,burd
Chaos,NN,-0.3489,,chaos
Crash,NN,-0.1885,Crashs,crash
Defekt,NN,-0.0048,"Defekten,Defekts,Defektes,Defekte",defekt
Defizit,NN,-0.347,"Defiziten,Defizits,Defizite,Defizites",defizit
Deformation,NN,-0.0048,Deformationen,deformation
Degradierung,NN,-0.3137,Degradierungen,degradier
Dekadenz,NN,-0.0048,,dekadenz
Demütigung,NN,-0.0048,Demütigungen,demut
Denkfehler,NN,-0.0048,"Denkfehlern,Denkfehlers",denkfehl
Depression,NN,-0.4951,Depressionen,depression
Desaster,NN,-0.3413,"Desastern,Desasters",desast
Desinteresse,NN,-0.3348,Desinteresses,desinteress
Dezimierung,NN,-0.0048,Dezimierungen,dezimier
Dieb,NN,-0.1962,"Diebes,Diebs,Dieben,Diebe",dieb
Diebstahl,NN,-0.3505,"Diebstahls,Diebstähle,Diebstahles,Diebstählen",diebstahl
Diffamierung,NN,-0.4591,Diffamierungen,diffamier
Diktator,NN,-0.0048,"Diktatoren,Diktators",diktator
Dilemma,NN,-0.3403,"Dilemmas,Dilemmata",dilemma
Diskriminierung,NN,-0.0048,Diskriminierungen,diskriminier
Dissens,NN,-0.0048,"Dissensen,Dissense,Dissenses",diss
Dominierung,NN,-0.0048,Dominierungen,dominier
Doppeldeutigkeit,NN,-0.0048,Doppeldeutigkeiten,doppeldeut
Doppelspiel,NN,-0.0048,"Doppelspiele,Doppelspieles,Doppelspiels,Doppelspielen",doppelspiel
Dreck,NN,-0.0048,"Dreckes,Drecks",dreck
Drift,NN,-0.0048,Driften,drift
Drohung,NN,-0.0048,Drohungen,drohung
Drosselung,NN,-0.3178,Drosselungen,drossel
Dummheit,NN,-0.4877,Dummheiten,dummheit
Dummkopf,NN,-0.0048,"Dummköpfen,Dummkopfes,Dummköpfe,Dummkopfs",dummkopf
Dunkelheit,NN,-0.3547,Dunkelheiten,dunkel
Durcheinander,NN,-0.0048,"Durcheinanders,Durcheinandern",durcheinand
Dussel,NN,-0.3094,"Dussels,Dusseln",dussel
Dämpfer,NN,-0.0048,"Dämpfern,Dämpfers",dampf
Dürre,NN,-0.0048,Dürren,durr
Düsternis,NN,-0.0048,"Düsternissen,Düsternisse",dusternis
Egoist,NN,-0.3179,Egoisten,egoist
Ehebruch,NN,-0.4743,"Ehebruches,Ehebruchs,Ehebrüche,Ehebrüchen",ehebruch
Einbrecher,NN,-0.0048,"Einbrechers,Einbrechern",einbrech
Einbruch,NN,-0.3498,"Einbrüche,Einbruches,Einbrüchen,Einbruchs",einbruch
Einbuße,NN,-0.0048,Einbußen,einbuss
Einsamkeit,NN,-0.339,Einsamkeiten,einsam
Einschlag,NN,-0.0048,"Einschlägen,Einschlages,Einschläge,Einschlags",einschlag
Einschränkung,NN,-0.2048,Einschränkungen,einschrank
Einschüchterung,NN,-0.0048,Einschüchterungen,einschuchter
insturz,NN,-0.0048,"Einstürzen,Einsturzs,Einsturzes,Einstürze",insturz
Ekel,NN,-0.462,Ekels,ekel
Elend,NN,-0.2013,"Elends,Elendes",elend
Empörung,NN,-0.0048,Empörungen,emporung
Ende,NN,-0.2088,"Endes,Enden",ende
Energielosigkeit,NN,-0.0048,,energielos
Entbindung,NN,-0.0048,Entbindungen,entbindung
Entfremdung,NN,-0.0048,Entfremdungen,entfremdung
Entführung,NN,-0.0048,Entführungen,entfuhrung
Enthauptung,NN,-0.0048,Enthauptungen,enthauptung
Entlassung,NN,-0.0048,Entlassungen,entlassung
Entmutigung,NN,-0.0048,Entmutigungen,entmutig
Enttäuschung,NN,-0.3378,Enttäuschungen,enttauschung
Entziehung,NN,-0.0048,Entziehungen,entziehung
Epidemie,NN,-0.0048,Epidemien,epidemi
Ermahnung,NN,-0.0048,Ermahnungen,ermahnung
Ermordung,NN,-0.332,Ermordungen,ermordung
Ermüdung,NN,-0.0048,Ermüdungen,ermudung
Erniedrigung,NN,-0.3259,Erniedrigungen,erniedrig
Ernüchterung,NN,-0.0048,Ernüchterungen,ernuchter
Erosion,NN,-0.0666,Erosionen,erosion
Erpressung,NN,-0.0048,Erpressungen,erpressung
Erschöpfung,NN,-0.0595,Erschöpfungen,erschopfung
Erschütterung,NN,-0.0048,Erschütterungen,erschutter
Explosion,NN,-0.0048,Explosionen,explosion
Fahrlässigkeit,NN,-0.0048,Fahrlässigkeiten,fahrlass
Farce,NN,-0.3349,Farcen,farc
Faschist,NN,-0.0048,Faschisten,faschist
Faulheit,NN,-0.611,,faulheit
Fehde,NN,-0.0048,Fehden,fehd
Fehlanzeige,NN,-0.0048,Fehlanzeigen,fehlanzeig
Fehler,NN,-0.6752,"Fehlern,Fehlers",fehl
Fehlermeldung,NN,-0.4765,Fehlermeldungen,fehlermeld
Fehlkauf,NN,-0.0048,"Fehlkaufes,Fehlkaufs,Fehlkäufe,Fehlkäufen",fehlkauf
Fehlkonstruktion,NN,-0.0048,Fehlkonstruktionen,fehlkonstruktion
Fehlleistung,NN,-0.0048,Fehlleistungen,fehlleist
Fehltritt,NN,-0.0048,"Fehltrittes,Fehltritten,Fehltritte,Fehltritts",fehltritt
Fehlverhalten,NN,-0.3461,Fehlverhaltens,fehlverhalt
Feind,NN,-0.8054,"Feindes,Feinde,Feinds,Feinden",feind
Feuer,NN,-0.0445,"Feuern,Feuers",feu
Fiasko,NN,-0.0048,Fiaskos,fiasko
Finanzkrise,NN,-0.3283,Finanzkrisen,finanzkris
Finte,NN,-0.0048,Finten,fint
Flaute,NN,-0.0413,Flauten,flaut
Fluch,NN,-0.3534,"Fluchs,Flüchen,Flüche,Fluches",fluch
Flucht,NN,-0.0048,Fluchten,flucht
Flüchtiger,NN,-0.0048,Flüchtigen,fluchtig
Flüchtigkeit,NN,-0.0048,Flüchtigkeiten,fluchtig
Flüchtling,NN,-0.0048,"Flüchtlings,Flüchtlinge,Flüchtlinges,Flüchtlingen",fluchtling
Frechheit,NN,-0.4665,Frechheiten,frechheit
Frust,NN,-0.469,"Frustes,Frusts",frust
Frustration,NN,-0.3354,Frustrationen,frustration
Furcht,NN,-0.5012,,furcht
Fälschung,NN,-0.3377,Fälschungen,falschung
Gammler,NN,-0.0048,"Gammlers,Gammlern",gamml
Gangster,NN,-0.3375,"Gangsters,Gangstern",gang
Garnichts,NN,-0.0048,,garnicht
Gauner,NN,-0.4592,"Gaunern,Gauners",gaun
Gebrechen,NN,-0.3251,Gebrechens,gebrech
Gedränge,NN,-0.0571,"Gedrängen,Gedränges",gedrang
Gefahr,NN,-1,Gefahren,gefahr
Gefecht,NN,-0.3373,"Gefechten,Gefechtes,Gefechte,Gefechts",gefecht
Gefährdung,NN,-0.0048,Gefährdungen,gefahrd
Gegner,NN,-0.344,"Gegnern,Gegners",gegn
Geisteskrankheit,NN,-0.0048,Geisteskrankheiten,geisteskrank
Geistlosigkeit,NN,-0.0048,Geistlosigkeiten,geistlos
Geiz,NN,-0.0048,"Geizen,Geizes,Geize",geiz
Geizhals,NN,-0.0048,"Geizhälsen,Geizhälse,Geizhalse,Geizhalses",geizhal
Geizkragen,NN,-0.0048,Geizkragens,geizkrag
Geldstrafe,NN,-0.3299,Geldstrafen,geldstraf
Geschmacklosigkeit,NN,-0.0048,Geschmacklosigkeiten,geschmacklos
Geschäftsauflösung,NN,-0.0048,Geschäftsauflösungen,geschaftsauflos
Gestank,NN,-0.0048,"Gestanks,Gestankes,Gestanke",gestank
Gewalt,NN,-0.5363,Gewalten,gewalt
Gewalttätige,NN,-0.0048,Gewalttätigen,gewalttat
Gewalttätiger,NN,-0.0048,,gewalttat
Gift,NN,-0.3505,"Gifts,Giftes,Giften,Gifte",gift
Glanzlosigkeit,NN,-0.0048,,glanzlos
Gleichgültigkeit,NN,-0.343,,gleichgult
Glücklosigkeit,NN,-0.0048,,glucklos
Gnadenlosigkeit,NN,-0.0048,,gnadenlos
Grausamkeit,NN,-0.3348,Grausamkeiten,grausam
Groll,NN,-0.6021,"Grolls,Grolles",groll
Groteske,NN,-0.0048,Grotesken,grotesk
Habgier,NN,-0.0532,,habgi
Haft,NN,-0.0048,,haft
Handgemenge,NN,-0.3174,"Handgemenges,Handgemengen",handgemeng
Handicap,NN,-0.0426,Handicaps,handicap
Handikap,NN,-0.0426,Handikaps,handikap
Hass,NN,-0.5014,"Hasse,Hasses",hass
Heimsuchung,NN,-0.0048,Heimsuchungen,heimsuch
Hektik,NN,-0.0048,,hektik
Hemmung,NN,-0.0048,Hemmungen,hemmung
Herausforderung,NN,-0.0048,Herausforderungen,herausforder
Heuchelei,NN,-0.0048,Heucheleien,heuchelei
Heuchler,NN,-0.3251,"Heuchlers,Heuchlern",heuchl
Hilflosigkeit,NN,-0.3394,,hilflos
Hindernis,NN,-0.0048,"Hinderniss,Hindernisses,Hindernissen,Hindernisse",hindernis
Hinterhalt,NN,-0.0048,"Hinterhaltes,Hinterhalts,Hinterhalte,Hinterhalten",hinterhalt
Hinterlist,NN,-0.0048,,hinterlist
Hohn,NN,-0.0048,"Hohnes,Hohns",hohn
Horror,NN,-0.0509,Horrors,horror
Hunger,NN,-0.3531,Hungers,hung
Hungersnot,NN,-0.4739,"Hungersnöten,Hungersnöte",hungersnot
Hungertod,NN,-0.0048,"Hungertods,Hungertodes,Hungertode,Hungertoden",hungertod
Hysterie,NN,-0.3386,Hysterien,hysteri
Härte,NN,-0.0446,Härten,hart
Hölle,NN,-0.5052,Höllen,holl
Idiot,NN,-0.0048,Idioten,idiot
Illegalität,NN,-0.0048,Illegalitäten,illegalitat
Immobilität,NN,-0.0048,,immobilitat
Ineffizienz,NN,-0.0048,Ineffizienzen,ineffizienz
Infektion,NN,-0.2059,Infektionen,infektion
Infiltration,NN,-0.0048,Infiltrationen,infiltration
Inflation,NN,-0.3462,Inflationen,inflation
Inkompetenz,NN,-0.0048,Inkompetenzen,inkompetenz
Inkonsequenz,NN,-0.0455,Inkonsequenzen,inkonsequenz
Inkonsistenz,NN,-0.3097,Inkonsistenzen,inkonsistenz
Instabilität,NN,-0.3358,Instabilitäten,instabilitat
Intervention,NN,-0.1975,Interventionen,intervention
Invasion,NN,-0.0048,Invasionen,invasion
Isolation,NN,-0.3453,Isolationen,isolation
Jammer,NN,-0.4613,Jammers,jamm
Jähzorn,NN,-0.0048,"Jähzorns,Jähzornes",jahzorn
Kampf,NN,-0.5372,"Kampfs,Kampfes,Kampfe,Kämpfe,Kämpfen",kampf
Kapitalverbrechen,NN,-0.0048,Kapitalverbrechens,kapitalverbrech
Kapitulation,NN,-0.0048,Kapitulationen,kapitulation
Katastrophe,NN,-0.5027,Katastrophen,katastroph
Keim,NN,-0.0048,"Keims,Keime,Keimes,Keimen",keim
Klage,NN,-0.0048,Klagen,klag
Klischee,NN,-0.48,Klischees,klische
Kläger,NN,-0.3673,"Klägers,Klägern",klag
Knappheit,NN,-0.0048,Knappheiten,knappheit
Kollaps,NN,-0.0048,"Kollapses,Kollapsen,Kollapse",kollaps
Kollision,NN,-0.3323,Kollisionen,kollision
Komplikation,NN,-0.0048,Komplikationen,komplikation
Konflikt,NN,-0.0048,"Konfliktes,Konflikte,Konflikts,Konflikten",konflikt
Konfrontation,NN,-0.0048,Konfrontationen,konfrontation
Konjunkturrückgang,NN,-0.0048,"Konjunkturrückgange,Konjunkturrückganges,Konjunkturrückgangs,Konjunkturrückgänge,Konjunkturrückgängen",konjunkturruckgang
Konkurrenz,NN,-0.0461,Konkurrenzen,konkurrenz
Konkurrenzkampf,NN,-0.0494,"Konkurrenzkampfs,Konkurrenzkampfes,Konkurrenzkampfe,Konkurrenzkämpfen,Konkurrenzkämpfe",konkurrenzkampf
Konkurs,NN,-0.0048,"Konkurse,Konkurses,Konkursen",konkur
Kontroverse,NN,-0.3329,Kontroversen,kontrovers
Kopfschmerz,NN,-0.1993,"Kopfschmerze,Kopfschmerzes,Kopfschmerzen",kopfschmerz
Korruption,NN,-0.3439,Korruptionen,korruption
Kostspieligkeit,NN,-0.0048,Kostspieligkeiten,kostspiel
Krach,NN,-0.0048,"Krächen,Kräche,Krachs,Kraches",krach
Krachen,NN,-0.0048,"Krächen,Krachens",krach
Krankheit,NN,-0.6858,Krankheiten,krankheit
Krieg,NN,-0.5364,"Kriegs,Krieges,Kriegen,Kriege",krieg
Kriminalität,NN,-0.0048,,kriminalitat
Krise,NN,-0.3621,Krisen,kris
Kritik,NN,-0.5308,Kritiken,kritik
Kritiker,NN,-0.6494,"Kritikers,Kritikern",kritik
Kränkung,NN,-0.0048,Kränkungen,krankung
Krüppel,NN,-0.3203,"Krüppeln,Krüppels",kruppel
