id;dateiname;datum;ort;text
article_311;https_de.wikinews.org_wiki_Sondierungsgespr_C3_A4che_in_Schleswig-Holstein_werden_fortgesetzt;24.03.2005;Molfsee / Kiel (Deutschland) ; SPD und CDU setzten ihre gestern begonnenen Sondierungsgespräche über die Aufnahme von Koalitionsverhandlungen in Schleswig-Holstein heute in unveränderter Besetzung fort. Am Nachmittag traten die Landesvorsitzenden Claus Möller und Peter Harry Carstensen vor die Kameras. Beide wollen ihren Parteigremien am kommenden Mittwoch die Aufnahme offizieller Koalitionsverhandlungen empfehlen. Claus Möller wertet die Erfolgsaussichten auf etwa 50 Prozent. Sollten die Koalitionsverhandlungen scheitern, bleiben de facto nur Neuwahlen, da weder eine Koalition aus SPD und Grünen, noch eine Koalition aus CDU und FDP im Landtag eine Mehrheit hätten. Der Südschleswigsche Wählerverband ist nach dem Abstimmungsdebakel für Heide Simonis am 17. März nicht mehr bereit, mit einer rot-grünen Minderheitsregierung zusammenzuarbeiten. Der FDP-Landesvorsitzende Wolfgang Kubicki schloss eine Beteiligung an einer Minderheitsregierung noch am Wahlabend aus. Ampelkoalitionen sind aufgrund politischer Differenzen sehr unwahrscheinlich. Der Landtag kann sich nur mit einer Zweidrittelmehrheit selbst auflösen. Das größte Streitthema, die Gemeinschaftsschule, wurde bereits gestern angesprochen. Unmittelbar nach der Landtagswahl hatte die CDU in diesem Thema Kompromissbereitschaft angekündigt, nach der missglückten Wahl von Heide Simonis sagte ihr möglicher Nachfolger Peter Harry Carstensen: „Jetzt gelten andere Preise“. Ob die flächendeckende Einführung einer Gemeinschaftsschule und die komplette Abschaffung des mehrgliedrigen Schulsystems, das die SPD bildungspolitisch plant, bis zum Ende der Legislaturperiode 2010 überhaupt möglich ist, ist fraglich. Am 27. April tritt der Landtag erneut zusammen, wenn eine große Koalition zustande kommen sollte, würde vermutlich Peter Harry Carstensen zum 13. Ministerpräsidenten des Landes Schleswig-Holstein gewählt werden.
article_312;https_de.wikinews.org_wiki_Sozialisten_sind_Favoriten_bei_Parlamentswahlen_in_Bulgarien;25.06.2005;Bulgarien ; Heute beginnen in Bulgarien, das im Jahr 2007 der EU beitreten wird, Parlamentswahlen. Insgesamt sind 6,7 Millionen Bürger des Landes aufgerufen, über die Zukunft ihres Landes zu entscheiden. Als Favoriten gelten nach jüngsten Umfragen die Sozialisten, die sich momentan in der Opposition befinden. Sie könnten 38 Prozent der Stimmen erhalten. Die seit vier Jahren mit absoluter Mehrheit regierende Nationale Bewegung von Ministerpräsident Simeon Sakskoburggotski kommt demnach mit rund 22 Prozent auf den zweiten Platz.
article_313;https_de.wikinews.org_wiki_Spannungen_an_der_sudanesisch-_C3_A4thiopischen_Grenze_in_der_Konfliktreg;22.01.2021;Sudan / Äthiopien ;" Die Spannungen an der Grenze zwischen dem Sudan und Äthiopien in der fruchtbaren Region al-Fashqa nehmen weiter zu,  nachdem es im Dezember zu mehrwöchigen Zusammenstößen zwischen sudanesischen und äthiopischen Truppen gekommen war. Am 14. Januar wurden bei den letzten Angriffen an der Grenze mindestens fünf Frauen getötet. Dina Mufti, Sprecher des äthiopischen Außenministeriums, hat sudanesische Streitkräfte beschuldigt, die äthiopischen Grenzen verletzt zu haben, die sich angeblich an äthiopischen Grenzmilizen rächten, die sudanesische Bauern angegriffen haben sollen. Die Region al-Fashqa liegt eigentlich innerhalb der sudanesischen Grenzen, im Bundesstaat al-Qadarif, aber Äthiopier siedeln schon seit Jahren in diesem Gebiet, wobei es immer wieder zu Auseinandersetzungen zwischen den zwei Gruppen kommt. Die Spannungen eskalierten weiter, als im November 2020 50.000 äthiopische Flüchtlinge zur sudanesisch-äthiopischen Grenze flohen, nachdem ein Krieg zwischen der äthiopischen Bundesregierung und der regionalen Tigrayan People's Liberation Front (TPLF) in der nördlichen Tigray-Region ausgebrochen war. Der amtierende sudanesische Außenminister Omar Qamar al-Din verteidigte das Vorgehen der sudanesischen Streitkräfte und erklärte, dass sie sich innerhalb der sudanesischen Grenzgebiete bewegen. Der Sudan wolle keinen Krieg, solange seine Grenzen nicht verletzt würden. Am 15. Dezember wurden die sudanesischen Streitkräfte nach eigenen Angaben von äthiopischen Milizen in einen Hinterhalt gelockt, als sie das Gebiet des Mount Abutiour durchkämmten. Bei dem Angriff wurden mindestens vier sudanesische Soldaten getötet und Dutzende weitere verwundet. Im Dezember 2020 weitete die sudanesische Armee ihre Kontrolle über den größten Teil von al-Fashqa aus und konnte am 1. Januar das gesamte Gebiet sichern, nachdem sie den letzten Grenzpunkt erreicht hatte. Eine hochrangige sudanesische Delegation war am 13. Dezember mit Plänen für ein zweitägiges Gespräch nach Äthiopien gereist, doch nach wenigen Stunden kehrte dieselbe Delegation nach Khartum zurück, – was viele Fragen aufwirft. Die umstrittene Region al-Fashqa geriet unter sudanesische Kontrolle aufgrund eines anglo-äthiopischen Abkommens, das 1902 zwischen dem äthiopischen Kaiser Menelik II. und Großbritannien im Namen des Sudan unterzeichnet wurde, als der Sudan noch eine britische Kolonie war. Dieses Abkommen definierte die sudanesische Grenze zu Äthiopien wie folgt: „Die Grenze zwischen dem Sudan und Äthiopien, auf die sich die beiden Regierungen geeinigt haben, wird sein: die Linie, die auf der Karte, die diesem Vertrag in zweifacher Ausfertigung beigefügt ist, rot eingezeichnet ist und von Kher Um Hagar nach Gallabat, zum Blauen Nil, Baro, Pibor und Akobo-Fluss nach Melile und von dort zum Schnittpunkt des 6. nördlichen Breitengrades mit dem 35. Längengrad östlich von Greenwich verläuft.“
Art. I – The 1902 Treaty between Ethiopia and Great Britain Seit 1902 haben klar abgrenzende Schilder Grenzstreitigkeiten verhindert, aber aufgrund der natürlichen Erosion sind diese Schilder nicht mehr sichtbar. 1996 besiedelten Äthiopier al-Fashqa und bauten Jahr für Jahr neue landwirtschaftliche Siedlungen. Bis heute sollen äthiopische Milizen sudanesische Zivilisten während der Erntezeit töten, um ihnen die Ernte zu rauben. Gepflasterte Straßen, die die Siedlungen mit dem äthiopischen Hinterland verbinden, deuten auf mögliche Investitionen mit Unterstützung der äthiopischen Regierung hin. Der ehemalige stellvertretende äthiopische Premierminister Demeke Mekonnen hat zwar eingeräumt, dass al-Fashqa eine sudanesische Region sei, was sich vor Ort abspielt scheint aber dieser offiziellen Verlautbarung zu widersprechen. Während sich der Streit zwischen Ägypten und Äthiopien um den Grand Ethiopian Renaissance Dam (GERD) zuspitzt, haben einige die Theorie aufgestellt, dass der Sudan durch seinen Konflikt mit Äthiopien auf einen Stellvertreterkrieg seitens Ägyptens zusteuern könnte. Suleiman Dedefo, äthiopischer Botschafter in den Vereinigten Arabischen Emiraten, sagte auf Twitter: „Der aktuelle ägyptische Versuch eines Stellvertreterkrieges gegen Äthiopien durch die sudanesische Invasion erinnert uns an den ähnlichen Stellvertreterkrieg von 1974 durch Siad Barre in Somalia. Erstaunlicherweise hat die TPLF bei beiden Versuchen eines Stellvertreterkrieges als Hauptagent für Ägypten gedient.“
Suleiman Dedefo auf Twitter am 15. Januar 2021 Muhammad al-Faki Suleiman, ein Mitglied des Sovereignty Council of Sudan, sagte in einer Pressekonferenz am darauffolgenden Freitag: Am 16. Januar erklärte Abdel Fattah Burhan, Chef des sudanesischen Souveränen Rates, dass man sich darauf geeinigt habe, die sudanesische Armee zur Sicherung der internationalen Grenze zu Äthiopien einzusetzen, und zwar im Rahmen der Militäroperation von Premierminister Abiy Ahmed zur Entwaffnung militanter Mitglieder der Tigray People's Liberation Front (TPLF). Er bekräftigte, dass die sudanesische Armee nur innerhalb der sudanesischen Grenzen im Einsatz sei. Krieg ist für beide Länder keine gute Wahl. Der Sudan behauptet, er bewege sich lediglich innerhalb seiner eigenen Grenzen. Äthiopien sagt, die angeblichen Verbrechen gegen sudanesische Bauern seien von Milizen begangen worden – nicht von offiziellen Kräften. Ein Krieg zu diesem Zeitpunkt könnte die Region in eine Katastrophe stürzen, insbesondere weil er sich in einen weiteren aufkeimenden Konflikt zwischen Somalia und Kenia einfügen könnte.  Kommentar abgeben / Kommentare ansehen "
article_314;https_de.wikinews.org_wiki_Spannungen_zwischen_Peru_und_Venezuela_im_Vorfeld_der_Pr_C3_A4sidentenwah;30.04.2006;Lima (Peru) ; Vor der Stichwahl um das Amt des peruanischen Präsidenten haben sich diplomatische Spannungen zwischen Peru und Venezuela ergeben. Peru kündigte am Samstag an, seinen Botschafter aus Venezuela abzuziehen und wirft der venezolanischen Regierung von Präsident Hugo Chávez vor, sich unter Missachtung des internationalen Rechts in innere Angelegenheiten Perus eingemischt zu haben. Das peruanische Außenministerium spricht von einer „andauernden und schamlosen Einmischung“. Es wäre bereits das zweite Mal in diesem Jahr, dass Peru seinen Botschafter aus Venezuela zurückzieht. Am 5. Januar hatte Peru seinen Botschafter aus Caracas wegen ähnlichen Gründen zeitweise abgezogen. Hugo Chávez, der bei der ersten Runde der Wahl um das Amt des peruanischen Präsidenten am 9. April offen den Kandidaten Ollanta Humala unterstützt hatte, äußerte sich mehrmals über die Präsidentenwahl in Peru. So bezeichnete er Alan García, den Gegner von Ollanta Humala als „Dieb“. Im Falle eines Wahlsieges von Alan García wolle Venezuela seine diplomatischen Beziehungen zu Peru abbrechen, sagte Hugo Chávez. Die Stichwahl zwischen Alan García und Ollanta Humala, die im ersten Wahlgang die meisten Stimmen erreicht hatten, wird Ende Mai oder Anfang Juni stattfinden. Alan Garcia wurde im Jahr 1985 im Alter von 35 Jahren peruanischer Präsident einer Mitte-Links Regierung. Seine Amtszeit, während der das Land in eine schwere wirtschaftliche Krise geriet, dauerte bis 1990. Ollanta Humala war im Jahr 2000 an einem gescheiterten Putschversuch gegen den damaligen Präsidenten Alberto Fujimori beteiligt und wird von internationalen Medien als „Linkspopulist“ oder als „Nationalist“ bezeichnet. Die konservative Kandidatin Lourdes Flores kam bei der ersten Runde der Präsidentenwahl auf den dritten Platz. Im Wahlkampf hatte Alan García den venezolanischen Präsidenten und Boliviens Präsident Evo Morales als „verdorbene Kinder“ und „historische Verlierer“ bezeichnet, weil die beiden Präsidenten Peru und Kolumbien für die Unterzeichnung von Freihandelsabkommen mit den Vereinigten Staaten kritisiert hatten. Am Samstag unterzeichneten Venezuela, Bolivien und Kuba in Havanna ein eigenes Handelsabkommen. Alan García bezeichnete die Kritik an seiner Person als dreist und führte an, dass Venezuela Erdöl in die Vereinigten Staaten exportiere. Hugo Chávez habe laut Alan García kein moralisches oder politisches Recht, ihn zu kritisieren. Eine in dieser Woche veröffentlichte Umfrage prognostiziert einen Sieg von Alan García bei der Stichwahl, der laut Umfrage auf 54 Prozent der Stimmen kommen soll, während 46 Prozent der Wähler für Ollanta Humala stimmen werden.
article_315;https_de.wikinews.org_wiki_SPD_verliert_immer_weiter_an_Zustimmung;20.05.2018;Berlin (Deutschland) ; Die einstige Volkspartei SPD verliert bei aktuellen Umfragen immer mehr an Zustimmung. Nach dem die Partei bereits seit Ende letzten Jahres deutliche Verluste bei den Umfragen zur Bundestagswahl hinnehmen musste, kommt sie nun in zunehmendem Maße auch den Ländern unter Druck. Die neuesten Umfragen aus Bayern, Berlin und Nordrhein-Westfalen belegen den negativen Trend für die Sozialdemokraten. Laut NRW-Trend, erhoben von infratest dimap, kommt die SPD in ihrer einstigen Hochburg nur noch auf 22 Prozent und verliert damit rund 9 Prozentpunkte im Vergleich zur Landtagswahl 2017. Das wäre ein historisch schlechtes Ergebnis in diesem Bundesland, bei den bisherigen Wahlen erreichte die Partei immer deutlich mehr als 30 Prozent, bis zum Jahr 2000 sogar über 40 Prozent. Die überraschende Niederlage der ehemaligen Ministerpräsidentin Hannelore Kraft und ihr sofortiger Rücktritt von allen Parteiämtern hat zu massiven Führungsproblemen bei der NRW SPD geführt. Ein ähnliches Bild zeigt sich in der Bundeshauptstadt Berlin, hier würde die Mitte-Links-Partei 4,5 Prozentpunkte im Vergleich zur Wahl des Abgeordnetenhauses 2016 verlieren. Nach aktueller Umfrage von Civey, einem Meinungsumfrageunternehmen aus Berlin, würden nur noch 17,1 Prozent der Wähler für die SPD stimmen, damit wäre sie nur auf Platz vier, hinter der CDU, den Linken und den Grünen. Derzeit ist die SPD noch stärkste Kraft im Abgeordnetenhaus in Berlin und stellt als Führerin einer Rot-Rot-Grünen-Koalition den regierenden Bürgermeister Michael Müller. Dieser steht derzeit unter scharfer Kritik seiner Koalitionspartner, da er im Bundesrat seine Zustimmung zum Familiennachzug verweigerte, obwohl diese von Rot-Rot-Grün in Berlin vereinbart wurde. Noch wesentlich schlechter sind die Umfrageergebnisse für SPD in Bayern, traditionell ist die Partei in dem süddeutschen Bundesland nicht sehr stark vertreten, doch die derzeitigen Zahlen sind besonders schlecht. Wäre am Sonntag Landtagswahl würde die SPD, gemeinsam mit der AFD, auf Platz drei mit nur noch 12 Prozent landen, das wäre 9 Prozentpunkte weniger als 2013. Auch dies bedeutet das schlechteste jemals gemessene Ergebnis in diesem Bundesland. In allen drei Bundesländern hat sich die Zustimmung zu den Sozialdemokraten damit deutlich verschlechtert und es besteht kaum eine Aussicht, dass die Partei in den genannten Ländern, in naher Zukunft, wieder den Ministerpräsidenten stellt. Während die Partei weiterhin im Umfragetief liegt, bereitet sich die SPD-Führung auf die Europawahl 2019 vor. Derzeit wird spekuliert, dass der bereits zweimal gescheiterte Martin Schulz SPD-Spitzenkandidat für Wahl des EU-Parlaments in Deutschland wird. Bei der Europawahl 2014 scheiterte er mit dem Versuch, als EU-weiter Spitzenkandidat der europäischen Sozialdemokraten, EU-Kommissionspräsident zu werden, und 2017 verlor er schließlich die Bundestagswahl als Kanzlerkandidat. Dass Schulz noch einmal EU-weiter Spitzenkandidat wird, gilt als unwahrscheinlich, da die Mitte-links Parteien der EU die EU-Außenbeauftragte Frederica Mogherini bevorzugen.  Kommentar abgeben 
article_316;https_de.wikinews.org_wiki_Spirale_der_Provokationen_im_Nordkoreakonflikt_dreht_sich_weiter;24.09.2017;Pjöngjang (Nordkorea) ; Im Konflikt zwischen Nordkorea und den Vereinigten Staaten (USA) wird der Ton immer rauer. Die USA schickten schwere B-1 Bomber an die Grenze zum Luftraum des asiatischen Staates. Am Samstag 23. September (Ortszeit) flogen diese - von Kampfjets begleitet - an den nördlichsten Punkt der innerkoreanischen Grenze. So nahe hatten sich US-Kampfflugzeuge in diesem Jahrhundert noch nicht an Nordkorea herangewagt. Die B-1 Bomber können theoretisch auch mit Atomwaffen bestückt werden. Man habe so zeigen wollen, dass US-Präsident Donald Trump das Verhalten Nordkoreas sehr ernst nehme und eine etwaige Bedrohung auch militärisch abwenden könne. Nach Auskunft des US-Verteidigungsministeriums (Pentagon) seien die Bomber von einer US-Basis in Guam aus gestartet und von in Japan stationierten Kampfflugzeugen eskortiert worden. Die B-1 Bomber seien nicht Teil der amerikanischen Atomstreitkräfte, können jedoch mit vielen herkömmlichen Bomben bewaffnet werden. Dieser Einsatz der US-Luftwaffe war wohl auch die Reaktion auf eine Äußerung des nordkoreanischen Außenministers Ri Yong Ho vor den Vereinten Nationen in New York. Dieser hatte zuvor einen Angriff mit Interkontinentalraketen auf das Festland der Vereinigten Staaten als „unausweichlich“ bezeichnet, was wiederum von den USA als Drohung verstanden wurde. Von nordkoreanischer Seite hieß es, Trump sei psychisch gestört, größenwahnsinnig und selbstgefällig. Er befinde sich „auf einer Selbstmordmission“ und sei deshalb verantwortlich dafür, wenn unschuldige Amerikaner zu Tode kommen. US-Präsident Trump hatte den nordkoreanischen Diktator Kim Yong Un als „Raketenmann“ bezeichnet. Vor den Vereinten Nationen drohte er sogar damit, Nordkorea „vollständig zu zerstören“. Als Reaktion auf die Rede des nordkoreanischen Außenministers bezeichnete Trump den nordkoreanischen Staatschef über den Online-Nachrichtendienst Twitter abermals als „Raketenmann“. Am 23. September hatten außerdem Berichte über ein Erdbeben in Nordkorea zu Spekulationen geführt, ob es sich um einen weiteren Atomtest gehandelt habe. Experten verschiedener Staaten nahmen aber eine natürliche Ursache an, die sich als Spätfolge des nordkoreanischen Versuchs mit einer Wasserstoffbombentests vom 3. September eingestellt habe. Am vergangenen Samstag wurde in Nordkorea eine Kundgebung auf dem Kim-Il-Sung-Platz in der Hauptstadt Pjöngjang veranstaltet. Regierungsmitglieder hielten dort Reden vor einer Menschenversammlung, die zum Teil Schilder mit der Aufschrift „Tod den amerikanischen Imperialisten“ zeigten. Nach Auskunft der staatlichen koreanischen Nachrichtenagentur (KCNA) handelte es sich um Arbeiter, Studenten sowie Regierungsvertreter, die eine „totale Zerstörung“ Amerikas forderten.  Riskieren Nordkorea und die USA einen Atomkrieg? (23.09.2017)
article_317;https_de.wikinews.org_wiki_Stephanie_Grisham_soll_neue_Pressesprecherin_des_Wei_C3_9Fen_Hauses_werde;26.06.2019;Washington D.C. (Vereinigte Staaten) ; Wie Melania Trump, die Ehefrau des US-Präsidenten Donald Trump, per Twitter mitteilte, soll ihre Sprecherin Stephanie Grisham Nachfolgerin von Sarah Sanders werden, die Ende Juni aus ihrem Amt ausscheidet. Grisham kam 2015 ins Wahlkampfteam Trumps und ist somit mit Ausnahme von Dan Scavino länger in Trumps Team als alle anderen derzeitigen Mitarbeiter im Weißen Haus. Melania Trump twitterte: „Ich kann mir keine besser Person vorstellen, um der Regierung & unserem Land zu dienen.“ Grisham soll hinter den Kulissen mitgewirkt haben, als im November 2018 die damalige Stellvertretende Nationale Sicherheitsberaterin Mira Ricardel entlassen wurde. Diese war auf einer offiziellen Reise der First Lady nach Afrika mit Melania Trump in Meinungsveschiedenheiten geraten. Unter Pressesprecher Sean Spicer war sie eine Zeit lang stellvertetende Pressesprecherin, doch während des Besuchs des japanischen Ministerpräsidenten Shinzō Abe im Februar 2017 in ar-a-Lago wurde Melania Trump auf sie aufmerksam und sorgte für den Umzug Grishams vom Westflügel in den Ostflügel des Weißen Hauses. Grisham soll weiterhin Pressesprecherin der First Lady bleiben. Außerdem wird sie nicht nur Nachfolgerin von Sarah Sanders, sondern sie übernimmt auch die Aufgaben des im März zurückgetretenen Kommunikationsdirektors des Weißen Hauses, Bill Shine. In ihrer neuen Funktion wird Grisham den Präsidenten erstmals auf seiner Reise nach Japan und Korea begleiten. Eine Quelle nahe zum Weißen Haus sagte gegenüber CNN, das Sanders versucht habe, Trump zur Ernennung von Hogan Gidley als ihren Nachfolger zu überzeugen und sich gegen Grisham ausgesprochen habe, doch habe Trump gleich Grisham für den Posten vorgesehen.  Kommentar abgeben 
article_318;https_de.wikinews.org_wiki_Stra_C3_9Fe_von_Hormus__Iran_setzt_Tanker_fest;23.07.2019;London (Vereinigtes Königreich) / Teheran (Iran) / Washington D.C. (Vereinigte Staaten) ; Iran hat bekanntgegeben, den unter britischer Flagge fahrenden Tanker „Stena Impero“ festgesetzt zu haben. Nach einer Verlautbarung der Iranischen Revolutionsgarden im staatlichen iranischen Fernsehsender Press TV sei der Tanker von der Marine festgesetzt worden, weil er „internationale Bestimmungen verletzt“ habe. Die Meldung wurde von amerikanischen Stellen bestätigt. Die „Stena Impero“ war auf dem Weg vom Hafen Fudschaira in den Vereinigten Arabischen Emiraten zur saudi-arabischen Hafenstadt Al-Dschubail, meldete die halbstaatliche Nachrichtenagentur Fars. Das Schiff habe in der Straße von Hormus „die eingespielten Prozeduren missachtet, die von allen einfahrenden Schiffen die Nutzung der nördlichen Passage verlangen“, hieß es von Fars. Das Schiff werde nun in iranische Küstengewässer eskortiert, wo weitere Ermittlungen stattfinden würden. Amerikanischen Angaben zufolge soll auch ein zweiter Tanker gestoppt worden sein. Bei diesem Schiff handele es sich um die unter der Flagge Liberias fahrende „Mesdar“. Iranische Militärangehörige bestreiten jedoch die Beschlagnahmung der „Mesdar“. Das Schiff sei „kurz gestoppt und von iranischen Behörden über die Sicherheit auf See und gefahrlose Navigation informiert“ worden, hieß es in Press TV. Der Betreiber der Mesdar, das britische Unternehmen Norbulk Shipping UK, hat hat die Weiterfahrt des Schiffes bestätigt. Die Crew sei in Sicherheit. Nach Trackingdaten auf Marinetraffic.com[1] bewegt sich das Schiff in westlicher Richtung in den Persischen Golf hinein. Die „Stena Impero“ gehört der schwedischen Reederei Stena Bulk und wird von Northern Marine Management betrieben. An Bord sind 23 Seeleute: Inder, Russen, Letten und Philippiner. Nach Angaben von Stena Bulk näherten sich gegen 16:00 Uhr Ortszeit unidentifizierte Schnellboote und ein Hubschrauber der Stena Impero, während sich das Schiff „in internationalen Gewässern“ befunden habe. Nach 22:00 Uhr abends Ortszeit habe sich das Schiff „nicht mehr unter der Kontrolle seiner Crew“ befunden. Der britische Außenminister Jeremy Hunt, der derzeit gegen seinen Amtsvorgänger Boris Johnson für die Nachfolge von Premierministerin Theresa May kandidiert, sagte, er sei „äußerst besorgt“. Es seien allerdings keine Briten an Bord der beiden Schiffe. Er nannte den Zwischenfall inakzeptabel. Der britische Botschafter in Teheran sei in Kontakt mit dem iranischen Außenministerium. Wie Reuters berichtete, werde es „ernste Konsequenzen“ geben, wenn die Situation nicht geklärt werde. „Wir suchen nicht nach militärischen Optionen, wir suchen nach einem diplomatischen Weg, die Situation zu klären“, betonte Hunt. Er sagte, es sei „entscheidend, dass die Freiheit der Seefahrt gewahrt bleibt und alle Schiffe sich sicher und frei in der Region bewegen können“. Außenminister Hunt äußerte am Samstagnachmittag seine „tiefe Enttäuschung“ über den Verlauf eines Telefonats mit seinem iranischen Amtskollegen Mohammed Dschawad Sarif. Auf Twitter schrieb Hunt, der Iran betreibe keine Deeskalierung und bekräftigte: „Die britische Schifffahrt muss und wird geschützt werden.“ Nach einer Sitzung des britischen Nationalen Sicherheitsrates (Cobra) teilte ein Sprecher der britischen Regierung mit, dass britischen Schiffen empfohlen werde, vorerst das Befahren der Straße von Hormus und der angrenzenden Gewässer zu vermeiden. US-Präsident Donald Trump sagte, sein Land werde mit den Briten zusammenarbeiten. Der Vorfall bestätige seine Warnungen vor dem Iran als berechtigt. „Dies wird nur beweisen, was ich über Iran sage. Probleme. Nichts als Probleme“, sagte Trump. Am Donnerstag, 18. Juli, hat die Besatzung des Amphibienschiffes USS-Boxer nach Angaben von US-Präsident Donald Trump eine iranische Drohne abgeschossen, welche „die Sicherheit des Schiffes und der Schiffsbesatzung gefährdete“. Iran bestreitet den Abschuss einer seiner Drohnen. In der Woche zuvor habe es außerdem bereits den misslungenen Versuch iranischer Schnellboote gegeben, die Einfahrt eines britischen Öltankschiffes in den Persischen Golf zu unterbinden. Dies berichtete CNN unter Berufung auf zwei amerikanische Regierungsbeamte. Iran hat den Vorfall dementiert. Bereits seit Anfang Juli halten die britischen Behörden in Gibraltar einen iranischen Öltanker fest, der gegen Sanktionen der Europäischen Union gegen Syrien verstoßen haben soll. Wegen dieser Beschlagnahmung hatte das iranische Außenministerium mehrfach den britischen Botschafter einbestellt. Erst am 16. Juli (Dienstag) hatte Iran der britischen Regierung gedroht, die Beschlagnahmung werde Folgen haben.  Kommentar abgeben 
article_319;https_de.wikinews.org_wiki_Strafverfahren_gegen_Pfarrer_gegen_Auflagen_eingestellt;27.04.2018;Kaiserslautern (Deutschland) ; Das Amtsgericht Kaiserslautern hat sein Strafverfahren gegen einen protestantischen Pfarrer aus Hochspeyer gegen Auflagen eingestellt. Dem Geistlichen wurde vorgeworfen, einem Flüchtling aus der Zentralafrikanischen Republik Beihilfe zum illegalen Aufenthalt gewährt zu haben. Gegen einen zunächst ergangenen Strafbefehl über 20 Tagessätze zu je 60 Euro hatte er Einspruch eingelegt. Die daraufhin für den 25. April 2018 anberaumte Hauptverhandlung entfällt nun, weil der Pfarrer der Einstellung des Verfahrens gem. § 153a StPO gegen eine Zahlung von 1.200 Euro an eine Kinderunfallkommission zustimmte. Damit gilt seine Schuld als ausgeglichen. Nach Angaben von Offiziellen der evangelischen Landeskirche in Rheinland-Pfalz handelte es sich um das erste Strafverfahren gegen einen Pfarrer, der einem Flüchtling Kirchenasyl gewährte. Der Mann aus der Zentralafrikanischen Republik hätte nach den Regeln des Dublin-Abkommens eigentlich nach Italien abgeschoben werden müssen. Deshalb erstattete das Ausländeramt der Stadt Kaiserslautern Anzeige. Inzwischen sei der Afrikanier im Asylverfahren.  Kommentar abgeben  Amtsgericht Kaiserslautern bestraft Pfarrer, weil er Flüchtling Kirchenasyl gewährte (01.04.2018)
article_320;https_de.wikinews.org_wiki_Streichung_der_Gelder_f_C3_BCr_Musikschulen_in_Th_C3_BCringen;01.09.2005;Erfurt (Deutschland) ; Die Landesregierung hat Gelder für die Musik- und Kunstschulen in den Thüringer Kommunen gekürzt. Dies stieß nicht nur bei den Schulen auf Unverständnis, sondern rief auch die Opposition auf den Plan. Die Landesregierung hat die Zuschüsse von 3,6 Millionen auf 2,8 Millionen Euro gekürzt. Damit stünden in den 27 kommunalen Musikhochschulen nur 137 Euro pro Schüler und Jahr zur Verfügung. Dennoch liegt Thüringen mit der Höhe der Zuschüsse pro Kopf noch nicht an letzter Stelle in Deutschland. Schleswig-Holstein z.B. schießt nur pro Schüler und Jahr zu. Die kulturpolitische Sprecherin der PDS-Fraktion Dr. Birgit Klaubert sprach von Spitzenwerten bei den Gebühren für die Schüler im Bundesdurchschnitt. Dies sei vor allem auf die Kürzung von einer halben Million Euro an Zuschüssen innerhalb des letzten Jahres zurückzuführen. Skandalös fand Birgit Klaubert die Aussage des Kulturministers auf der letzten Sitzung, wonach er meinte, die Klientel der Musikschule sei durchaus in der Lage die Gebühren zu bezahlen. Die Kürzungen waren wegen des knappen Haushaltes beschlossen worden. Einigen Musikschulen stehen außerdem Kürzungen seitens der beteiligten Kommunen aus dem selben Grund ins Haus. Heute fand in allen Teilen Thüringens an den Musikschulen ein Aktionstag gegen die Kürzungen statt.
article_321;https_de.wikinews.org_wiki_Streit_um_Atomprogramm__E2_80_93_Iran_br_C3_BCskiert_die_EU;01.08.2005;Teheran (Iran) / Brüssel (Belgien) ; Die Regierung in Iran hat heute mitgeteilt, sie werde die Nuklear-Anlage in der Nähe der zentraliranischen Stadt Isfahan wieder in Betrieb nehmen. Die von der Internationale Atomenergieorganisation (IAEA) angebrachten Siegel an der Anlage würden noch heute aufgebrochen. Der Iran argumentiert, die EU habe bisher noch keinen Lösungsvorschlag für den Konflikt um das iranische Atomprogramm vorgelegt. „Wir haben der EU Zeit bis Mittag eingeräumt, aber Solana hat noch keine Entscheidung bekannt gegeben“, sagte der Sprecher des iranischen Sicherheitsrats, Ali Aghamohammadi. Wie ein Sprecher des Auswärtigen Amtes mitteilte, sei mit dem Iran vereinbart worden, Ende Juli oder Anfang August werde es einen neuen Verhandlungsvorschlag der EU geben. Einen solchen Vorschlag werde die EU in den nächsten Tagen der iranischen Regierung zustellen. Die Diskussion um den genauen Termin hat möglicherweise den Hintergrund, dass der neugewählte iranische Präsident Mahmud Ahmadinedschad bald sein Amt antreten werde und dann andere Personen für die Verhandlungen zuständig sein werden. Großbritannien appellierte an den Iran, keine einseitigen Schritte im Atomstreit zu unternehmen. Der Iran steht in der Atomfrage auf dem Standpunkt, die Produktion von hoch angereichertem Uran in der Anlage von Isfahan werde zur Energiegewinnung benötigt. Die USA wirft dem Land vor, es strebe nach der Verfügungsgewalt über Atomwaffen. Die US-Regierung hat bisher im Konflikt mit dem Iran auch militärische Mittel nicht ausgeschlossen.
